Date	Day	Action	Actor	Target	Agent	Event	Country	Location	Issue	Linkdate	Time	Reds	Red missing	Red injured	Red deaths	Whites	White missing	White injured	White dead	Source	No event	Sources
27-Jan-18	Sun	meeting	Bolsheviks	Whites		Congress of Soviets meets	Russia	Petrograd	Bolshevik control			942	0	0	0	54	0	0	0	Bunyan & Fisher		
28-Jan-18	Mon	attack	Bolsheviks	Finland		Bolshevik troops stream into Finland	Russia	Finland	Bolshevik control			3001	0	0	0	0	0	0	0	Stewart		
28-Jan-18	Mon	meeting	Bolsheviks	Whites		Congress of Soviets meets	Russia	Petrograd	Bolshevik control			942	0	0	0	54	0	0	0	Bunyan & Fisher		
28-Jan-18	Mon	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
29-Jan-18	Tue	meeting	Bolsheviks	Whites		Congress of Soviets meets	Russia	Petrograd	Bolshevik control			942	0	0	0	54	0	0	0	Bunyan & Fisher		
29-Jan-18	Tue	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
30-Jan-18	Wed	battle	Cossacks	Bolsheviks		battle for Orenburg	Russia	Orenburg	anti-Bolshevik			5000	0	301	101	5000	0	31	8	Mawdsley		
30-Jan-18	Wed	meeting	Bolsheviks	Whites		Congress of Soviets meets	Russia	Petrograd	Bolshevik control			942	0	0	0	54	0	0	0	Bunyan & Fisher		
30-Jan-18	Wed	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
30-Jan-18	Wed	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
31-Jan-18	Thu	battle	Cossacks	Bolsheviks		take Orenburg back	Russia	Orenburg	anti-Bolshevik			4500	0	101	31	5000	0	0	0	Mawdsley		
31-Jan-18	Thu	meeting	Bolsheviks	Whites		Congress of Soviets meets	Russia	Petrograd	Bolshevik control			942	0	0	0	54	0	0	0	Bunyan & Fisher		
31-Jan-18	Thu	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
31-Jan-18	Thu	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
1-Feb-18	Fri	denounce	Patriarch	Bolsheviks		leading cleric curses the Bolsheviks	Russia	Petrograd	anti-Bolshevik			0	0	0	0	1	0	0	0	Bunyan & Fisher		
1-Feb-18	Fri	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
1-Feb-18	Fri	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
2-Feb-18	Sat	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
2-Feb-18	Sat	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
3-Feb-18	Sun	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
3-Feb-18	Sun	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
4-Feb-18	Mon	battle	Bolsheviks	Whites		outnumbered Whites defeat Bolsheviks	Russia	Enem	Bolshevik control			6000	301	301	31	700	0	31	8	Kenez		
4-Feb-18	Mon	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
4-Feb-18	Mon	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
5-Feb-18	Tue	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
5-Feb-18	Tues	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
6-Feb-18	Wed	battle	Whites	Bolsheviks		Whites defeat Bolsheviks	Russia	Georgie-Afipskaia	Bolshevik control			5000	301	301	31	800	0	31	8	Kenez		
6-Feb-18	Wed	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
6-Feb-18	Wed	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
7-Feb-18	Thu	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
7-Feb-18	Thu	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
8-Feb-18	Fri	battle	Bolsheviks	Ukraine	Rada	take Kiev from Rada	Ukraine	Kiev	Bolshevik control			5000	0	101	31	8000	0	3500	2500	Bunyan & Fisher		
8-Feb-18	Fri	shelling	Bolsheviks	Ukrainians		shell Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	5000	0	31	8	Bunyan & Fisher		
9-Feb-18	Sat	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
9-Feb-18	Sat	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
10-Feb-18	Sun	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
10-Feb-18	Sun	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
10-Feb-18	Sun	suicide	Cossacks	Bolsheviks		Ataman kills himself	Russia	Rostov	anti-Bolshevik			5000	0	0	0	1	0	0	1	Murphy		
11-Feb-18	Mon	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
11-Feb-18	Mon	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
12-Feb-18	Tue	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
12-Feb-18	Tue	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
12-Feb-18	Tue	suicide	Cossack Ataman	Bolsheviks		Ataman kills himself	Russia	Novocherkassk	anti-Bolshevik			0	0	0	0	1	0	0	1	Bunyan & Fisher		
13-Feb-18	Wed	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
13-Feb-18	Wed	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
14-Feb-18	Thu	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
14-Feb-18	Thu	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
15-Feb-18	Fri	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
15-Feb-18	Fri	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
16-Feb-18	Sat	fight	Bolsheviks	peasants		fight against taking peasants' food	Russia	Riazan	food fights			101	0	3	1	301	8	31	8	Bunyan & Fisher		
16-Feb-18	Sat	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
16-Feb-18	Sat	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
17-Feb-18	Sun	attack	Germans	Russia		attack defenseless Russia	Russia	Russia	WWI			0	0	0	0	0	0	0	0	Trotsky		
17-Feb-18	Sun	negotiations	Bolsheviks	Germans		discuss peace terms	Russia	Brest	armistice			8	0	0	0	0	0	0	0	Moorehead		
17-Feb-18	Sun	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
18-Feb-18	Mon	attack	Germans	Russia		attack defenseless Russia	Russia	Dvinsk	WWI			101	31	0	0	0	0	0	0	Trotsky		
18-Feb-18	Mon	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
18-Feb-18	Mon	surrender	Bolsheviks	Germans		agree to German peace terms	Russia	Petrograd	armistice			8	0	0	0	0	0	0	0	Moorehead		
19-Feb-18	Tue	attack	Germans	Russia		attack defenseless Russia	Russia	Russia	WWI			0	0	0	0	0	0	0	0	Trotsky		
19-Feb-18	Tue	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
20-Feb-18	Wed	attack	Germans	Russia		attack defenseless Russia	Russia	Russia	WWI			0	0	0	0	500	0	0	0	Trotsky		
20-Feb-18	Wed	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
21-Feb-18	Thu	attack	Bolsheviks	Whites		capture Rostov	Russia	Rostov	Bolshevik control			5000	0	0	0	500	0	0	0	Trotsky		
21-Feb-18	Thu	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
21-Feb-18	Thu	attack	Germans	Whites		capture Minsk	Belarus	Minsk	WWI			0	0	0	0	500	0	0	0	Trotsky		
21-Feb-18	Thu	attack	Germans	Whites		capture Rechitsa	Russia	Rechitsa	WWI			0	0	0	0	500	0	0	0	Trotsky		
21-Feb-18	Thu	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
22-Feb-18	Fri	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
22-Feb-18	Fri	battle	Bolsheviks	Whites		Red Guards defeat White volunteers	Russia	Rostov	civil war			3001	0	8	3	500	0	31	8	Murphy		
22-Feb-18	Fri	march	Bolsheviks	Whites		march to Novocherkassk	Russia	Rostov	Bolshevik control			5000	0	0	0	3500	0	0	0	Stewart		
22-Feb-18	Fri	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
23-Feb-18	Sat	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
23-Feb-18	Sat	march	Bolsheviks	Whites		march to Novocherkassk	Russia	Olginskaia	Bolshevik control			5000	0	0	0	3500	0	0	0	Stewart		
23-Feb-18	Sat	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
23-Feb-18	Sat	vote	Bolsheviks	Germans		central committee approves peace treaty 116-85-26	Russia	Petrograd	armistice			227	0	0	0	0	0	0	0	Moorehead		
24-Feb-18	Sun	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Pskov	WWI			101	31	0	0	0	0	0	0	Mawdsley		
24-Feb-18	Sun	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
24-Feb-18	Sun	battle	Bolsheviks	Whites		White armored train attacked by Bolsheviks	Russia	Rostov	civil war			501	0	8	3	20	0	0	20	Murphy		
24-Feb-18	Sun	march	Bolsheviks	Whites		march to Novocherkassk	Russia	Russia	Bolshevik control			5000	0	0	0	3500	0	0	0	Stewart		
24-Feb-18	Sun	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
25-Feb-18	Mon	attack	Bolsheviks	Whites		attack Novocherkassk	Russia	Novocherkassk	Bolshevik control			5000	0	0	0	0	0	0	0	Stewart		
25-Feb-18	Mon	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
25-Feb-18	Mon	execute	Bolsheviks	Cossack leaders		shoot dead Ataman & other leaders	Russia	Novocherkassk	Bolshevik control			31	0	0	0	3	3	0	3	Bunyan & Fisher		
25-Feb-18	Mon	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
26-Feb-18	Tue	arrest	Bolsheviks	Church	archbishop	arrest & hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
26-Feb-18	Tue	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
26-Feb-18	Tue	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
26-Feb-18	Tue	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
27-Feb-18	Wed	arrest	Bolsheviks	Whites		take 2 soldiers	Ukraine	Stepnaia	Bolshevik control			31	0	0	0	2	2	0	0	Loukomsky		
27-Feb-18	Wed	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
27-Feb-18	Wed	battle	Germans	Bolsheviks		fight for Kiev	Ukraine	Kiev	Bolshevik control			5000	0	301	101	0	0	0	0	Bunyan & Fisher		
27-Feb-18	Wed	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
27-Feb-18	Wed	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
27-Feb-18	Wed	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
28-Feb-18	Thu	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
28-Feb-18	Thu	battle	Germans	Bolsheviks		fight for Kiev	Ukraine	Kiev	Bolshevik control			5000	0	301	101	0	0	0	0	Bunyan & Fisher		
28-Feb-18	Thu	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
28-Feb-18	Thu	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
28-Feb-18	Thu	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
1-Mar-18	Fri	assassination	Bolsheviks	Menshevik		shoot dead Menshevik leader	Russia	Rostov	Bolshevik control			8	0	0	0	1	0	0	1	Kenez		
1-Mar-18	Fri	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
1-Mar-18	Fri	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
1-Mar-18	Fri	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
1-Mar-18	Fri	occupation	Bolsheviks	Ukrainians		occupy Kiev	Ukraine	Kiev	Bolshevik control			5000	0	0	0	0	0	101	31	Bunyan & Fisher		
2-Mar-18	Sat	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
2-Mar-18	Sat	attack	Germans	Bolsheviks		take Kiev	Ukraine	Kiev	WWI			3001	101	101	31	0	0	0	0	Mawdsley		
2-Mar-18	Sat	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
2-Mar-18	Sat	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
2-Mar-18	Sat	trial	Whites	Bolsheviks		2 officers acquitted at tribunal	Ukraine	Stepnaia	justice			8	0	0	0	2	2	0	0	Loukomsky		
3-Mar-18	Sun	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Russia	WWI			101	31	0	0	0	0	0	0	Mawdsley		
3-Mar-18	Sun	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
3-Mar-18	Sun	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
3-Mar-18	Sun	occupation	Germans	Bolsheviks	Red army	Germans take back Kiev	Ukraine	Kiev	peace treaty			0	0	0	0	0	0	0	0	Pearlstein		
4-Mar-18	Mon	attack	Germans	Bolsheviks		attack defenseless Russia	Russia	Narva	WWI			101	31	0	0	0	0	0	0	Mawdsley		
4-Mar-18	Mon	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
4-Mar-18	Mon	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
4-Mar-18	Mon	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
5-Mar-18	Tue	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
5-Mar-18	Tue	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
5-Mar-18	Tue	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
5-Mar-18	Tue	murder	Bolsheviks	student		shoot dead a student & steal his clothes	Russia	Rostov	Bolshevik control			3	0	0	0	1	0	0	1	Murphy		
5-Mar-18	Tue	riot	citizens	Bolsheviks		riot against Bolshevik control	Russia	Reutov	anti-Bolshevik			101	0	0	0	101	31	31	20	An Englishwoman		
6-Mar-18	Wed	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
6-Mar-18	Wed	attack	Whites	Bolsheviks		Korniloff's troops blow up bridge	Russia	Velikokniajeskaia	anti-Bolshevik			0	0	0	0	3500	0	0	0	Loukomsky		
6-Mar-18	Wed	battle	Whites	Bolsheviks		Korniloff clashes with Trotsky's forces	Russia	Lezhanka	civil war			4000	36	301	31	3500	0	301	101	Loukomsky		
6-Mar-18	Wed	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
6-Mar-18	Wed	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
6-Mar-18	Wed	mobilization	UK forces	Bolsheviks		UK Royal Marines land	Russia	Murmansk	anti-Bolshevik			0	0	0	0	130	0	0	0	Jackson		
7-Mar-18	Thu	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
7-Mar-18	Thu	battle	Whites	Bolsheviks		Korniloff clashes with Trotsky's forces	Russia	Stavropol	civil war			4000	0	301	31	3500	0	301	101	Loukomsky		
7-Mar-18	Thu	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
7-Mar-18	Thu	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
8-Mar-18	Fri	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
8-Mar-18	Fri	battle	Whites	Bolsheviks		Korniloff clashes with Trotsky's forces	Russia	Kuban	civil war			4000	0	301	31	3500	0	301	101	Loukomsky		
8-Mar-18	Fri	hold	Bolsheviks	Church	archbishop	hold archbishop	Russia	Novocherkassk	anti-Church			8	0	0	0	1	1	0	0	Kenez		
8-Mar-18	Fri	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Stavropol	anti-Bolshevik			0	0	0	0	3500	0	0	0	Stewart		
9-Mar-18	Sat	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
9-Mar-18	Sat	battle	Whites	Bolsheviks		Korniloff clashes with Trotsky's forces	Russia	Kuban	civil war			4000	0	201	31	3000	0	301	101	Loukomsky		
9-Mar-18	Sat	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Kuban	anti-Bolshevik			0	0	0	0	3000	0	0	0	Stewart		
9-Mar-18	Sat	mobilization	Whites	Cossacks		enlist Cossacks in Volunteer army	Russia	Nezamaevskaia	anti-Bolshevik			0	0	0	0	140	0	0	0	Kenez		
9-Mar-18	Sat	mobilization	Whites	Cossacks		enlist Cossacks in Volunteer army	Russia	Vyselok	anti-Bolshevik			0	0	0	0	450	0	0	0	Kenez		
10-Mar-18	Sun	attack	Bolsheviks	Cossacks		take city & begin reign of terror	Russia	Ilek	Bolshevik control			5000	0	31	8	3001	0	101	31	Bunyan & Fisher		
10-Mar-18	Sun	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
10-Mar-18	Sun	battle	Whites	Bolsheviks		Korniloff clashes with Trotsky's forces	Russia	Kuban	civil war			4000	0	201	31	3000	0	301	101	Loukomsky		
10-Mar-18	Sun	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Kuban	anti-Bolshevik			0	0	0	0	3000	0	0	0	Kenez		
11-Mar-18	Mon	arrest	Whites	Bolsheviks		arrest Bolshevik leaders	Ukraine	Novopavlovsk	civil war			6	6	0	0	101	0	0	0	Bunyan & Fisher		
11-Mar-18	Mon	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
11-Mar-18	Mon	execute	Bolsheviks	Cossacks		round up & kill Cossack leaders	Russia	Ilek	Bolshevik control			101	0	0	0	31	31	0	31	Bunyan & Fisher		
11-Mar-18	Mon	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Kuban	anti-Bolshevik			0	0	0	0	3000	0	0	0	Kenez		
12-Mar-18	Tue	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
12-Mar-18	Tue	battle	Bolsheviks	Cossacks		fight for control of Ekaterinodar	Russia	Ekaterindor	civil war			5000	0	31	8	3001	0	101	31	Bunyan & Fisher		
12-Mar-18	Tue	execute	Bolsheviks	Cossacks		round up & kill Cossack leaders	Russia	Ilek	Bolshevik control			101	0	0	0	31	31	0	31	Bunyan & Fisher		
12-Mar-18	Tue	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Kuban	anti-Bolshevik			0	0	0	0	3000	0	0	0	Kenez		
13-Mar-18	Wed	attack	Germans	Bolsheviks		march south through Ukraine	Ukraine	Ukraine	WWI			101	31	0	0	0	0	0	0	Mawdsley		
13-Mar-18	Wed	battle	Bolsheviks	Cossacks		Bolsheviks take city	Russia	Ekaterindor	civil war			5000	0	31	8	3001	0	101	31	Bunyan & Fisher		
13-Mar-18	Wed	execute	Bolsheviks	Cossacks		round up & kill Cossack leaders	Russia	Ilek	Bolshevik control			101	0	0	0	31	31	0	31	Bunyan & Fisher		
13-Mar-18	Wed	march	Whites	Bolsheviks		march to Ekaterinodar	Russia	Kuban	anti-Bolshevik			0	0	0	0	3000	0	0	0	Kenez		
13-Mar-18	Wed	proscribe	Bolsheviks	bankers		all private banks are abolished	Russia	Russia	Bolshevik control			301	0	0	0	0	0	0	0	An Englishwoman		
