Date,Day,Action,Actor,Target,Agent,Event,State,Location,Issue,Linked date,Time/Duration,side1troops,side1arrests,side1injured,side1killed,side2troops,side2arrests,side2injured,side2killed,Source,no event,Sources
4-Dec-64,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
4-Dec-64,Sun,battle,Confederates,Union,,battle of Waynesborough,Georgia,Waynesborough,civil war,,,8000,0,168,84,10000,0,127,64,Faust,,
4-Dec-64,Sun,battle,Confederates,Union,,skirmish in Tennessee,Tennessee,Whites Station,civil war,,,3000,0,8,3,4000,0,8,3,Bowman,,
4-Dec-64,Sun,battle,Confederates,Union,,skirmish in Tennessee,Tennessee,Bell's Mills,civil war,,,3000,0,8,3,4000,0,8,3,Bowman,,
4-Dec-64,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
5-Dec-64,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
5-Dec-64,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
6-Dec-64,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
6-Dec-64,Tue,battle,Confederates,Union,,skirmish in Kentucky,Kentucky,Hopkinsville,civil war,,,3000,0,8,3,3000,0,31,8,Bowman,,
6-Dec-64,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
7-Dec-64,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
7-Dec-64,Wed,battle,Union,Confederates,,Union troops defeat Forrest's cavalry,Tennessee,Murfreesboro,civil war,,,4000,200,101,31,5000,0,101,31,Bowman,,
7-Dec-64,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
8-Dec-64,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Dec-64,Thu,battle,Union,Confederates,,skirmish in Virginia,Virginia,Hatcher's Run,civil war,,,5000,0,8,3,5000,0,8,3,Bowman,,
8-Dec-64,Thu,battle,Confederates,Union,,Sherman marches to the sea,Georgia,Ebenezer Creek,civil war,,,4000,0,8,3,8000,0,8,3,Bowman,,
8-Dec-64,Thu,battle,Confederates,Union,,Sherman marches to the sea,Georgia,Bryan Court House,civil war,,,4000,0,8,3,8000,0,8,3,Bowman,,
8-Dec-64,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
9-Dec-64,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
9-Dec-64,Fri,battle,Union,Confederates,,skirmish in Virginia,Virginia,Hatcher's Run,civil war,,,5000,0,8,3,5000,0,8,3,Bowman,,
9-Dec-64,Fri,battle,Confederates,Union,,skirmish in Tennessee,Tennessee,Ogeechee Canal,civil war,,,5000,0,8,3,8000,0,8,3,Bowman,,
9-Dec-64,Fri,battle,Confederates,Union,,skirmish in Tennessee,Tennessee,Monteith Swamp,civil war,,,5000,0,8,3,8000,0,8,3,Bowman,,
9-Dec-64,Fri,battle,Confederates,Union,,skirmish in Tennessee,Tennessee,Cuyler's Plantation,civil war,,,5000,0,8,3,8000,0,8,3,Bowman,,
9-Dec-64,Fri,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
9-Dec-64,Fri,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
10-Dec-64,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Dec-64,Sat,battle,Union,Confederates,,skirmish in Virginia,Virginia,Fort Holly,civil war,,,5000,0,8,3,5000,0,8,3,Bowman,,
10-Dec-64,Sat,capture,Union,Confederates,,Union troops capture rebel steamer,Georgia,Savannah River,civil war,,,31,31,0,0,301,0,0,0,Bowman,,
10-Dec-64,Sat,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
10-Dec-64,Sat,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
11-Dec-64,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
11-Dec-64,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
11-Dec-64,Sun,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
12-Dec-64,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
12-Dec-64,Mon,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Big Creek,civil war,,,4000,0,8,3,6000,0,8,3,Bowman,,
12-Dec-64,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
12-Dec-64,Mon,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
13-Dec-64,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Dec-64,Tue,battle,Union,Confederates,,battle of Fort McAllister,Georgia,Fort McAllister,civil war,,,230,100,55,16,1500,0,90,45,Faust,,
13-Dec-64,Tue,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Kingsport,civil war,,,4000,0,101,31,5000,0,8,3,Bowman,,
13-Dec-64,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
13-Dec-64,Tue,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
14-Dec-64,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
14-Dec-64,Wed,battle,Union,Confederates,,Union troops defeat rebel cavalry,Tennessee,Bristol,civil war,,,3000,300,301,101,5000,0,31,8,Bowman,,
14-Dec-64,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
14-Dec-64,Wed,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
15-Dec-64,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
15-Dec-64,Thu,battle,Union,Confederates,,battle of Nashville,Tennessee,Nashville,civil war,,,23000,2231,503,252,50000,56,1281,194,Bowman,,
15-Dec-64,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
15-Dec-64,Thu,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
16-Dec-64,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
16-Dec-64,Fri,battle,Union,Confederates,,battle of Nashville,Tennessee,Nashville,civil war,,,23000,2231,503,252,50000,56,1281,194,Bowman,,
16-Dec-64,Fri,battle,Union,Confederates,,skirmish in Arkansas,Arkansas,Dudley Lake,civil war,,,2000,0,8,3,3000,0,8,3,Bowman,,
16-Dec-64,Fri,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
16-Dec-64,Fri,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
17-Dec-64,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
17-Dec-64,Sat,battle,Union,Confederates,,Union cavalry chase fleeing rebels,Tennessee,Hollow Tree Gap,civil war,,,4000,0,31,8,5000,0,8,3,Bowman,,
17-Dec-64,Sat,battle,Union,Confederates,,Union cavalry chase fleeing rebels,Tennessee,West Harpeth River,civil war,,,4000,0,31,8,5000,0,8,3,Bowman,,
17-Dec-64,Sat,battle,Union,Confederates,,Union cavalry chase fleeing rebels,Tennessee,Franklin,civil war,,,4000,0,31,8,5000,0,8,3,Bowman,,
17-Dec-64,Sat,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
17-Dec-64,Sat,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
18-Dec-64,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Dec-64,Sun,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Spring Hill,civil war,,,3000,0,8,3,5000,0,8,3,Bowman,,
18-Dec-64,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
18-Dec-64,Sun,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
19-Dec-64,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
19-Dec-64,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
19-Dec-64,Mon,siege,Union,Confederates,,siege of Savannah,Georgia,Savannah,civil war,,,18000,0,0,0,60000,0,0,0,Faust,,
20-Dec-64,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Dec-64,Tue,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Columbia,civil war,,,3000,0,8,3,5000,0,8,3,Bowman,,
20-Dec-64,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
21-Dec-64,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
21-Dec-64,Wed,occupation,Union,Confederates,,Sherman marches into Savannah,Georgia,Savannah,civil war,,,0,0,0,0,60000,0,0,0,Bowman,,
21-Dec-64,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
22-Dec-64,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
22-Dec-64,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
22-Dec-64,Thu,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Columbus,civil war,,,3000,0,31,8,5000,0,8,3,Bowman,,
23-Dec-64,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Dec-64,Fri,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Columbus,civil war,,,3000,0,31,8,5000,0,8,3,Bowman,,
23-Dec-64,Fri,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
24-Dec-64,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Dec-64,Sat,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Lynville,civil war,,,2800,0,8,3,5000,0,8,3,Bowman,,
24-Dec-64,Sat,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Richland Creek,civil war,,,2800,0,8,3,5000,0,8,3,Bowman,,
24-Dec-64,Sat,shelling,Union,Confederates,,shell Fort Fisher,North Carolina,Wilmington,civil war,,,500,0,3,1,6000,0,0,0,Bowman,,
24-Dec-64,Sat,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
25-Dec-64,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
25-Dec-64,Sun,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Richland Creek,civil war,,,2750,0,8,3,5000,0,8,3,Bowman,,
25-Dec-64,Sun,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Devil's Gap,civil war,,,2750,0,8,3,5000,0,8,3,Bowman,,
25-Dec-64,Sun,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,White's Station,civil war,,,2750,0,8,3,5000,0,8,3,Bowman,,
25-Dec-64,Sun,shelling,Union,Confederates,,shell Fort Fisher,North Carolina,Wilmington,civil war,,,500,0,3,1,6000,0,0,0,Bowman,,
25-Dec-64,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
26-Dec-64,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
26-Dec-64,Mon,battle,Union,Confederates,,Union cavalry pursue Early's rebels,Tennessee,Sugar Creek,civil war,,,2700,0,8,3,5000,0,8,3,Bowman,,
26-Dec-64,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
27-Dec-64,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
27-Dec-64,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
28-Dec-64,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
28-Dec-64,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
29-Dec-64,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
29-Dec-64,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
30-Dec-64,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
30-Dec-64,Fri,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
31-Dec-64,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
31-Dec-64,Sat,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66838,3,0,0,122000,0,0,0,Bowman,,
1-Jan-65,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
1-Jan-65,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
1-Jan-65,Sun,battle,Union,Confederates,,skirmish in Arkansas,Arkansas,Bentonville,civil war,,,3000,0,8,3,4000,0,8,3,Bowman,,
2-Jan-65,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
2-Jan-65,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
3-Jan-65,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
3-Jan-65,Tue,battle,Confederates,Union,,Sherman moves troops to South Carolina,South Carolina,Hardeeville,civil war,,,8000,0,31,8,10000,0,8,3,Bowman,,
3-Jan-65,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
4-Jan-65,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
4-Jan-65,Wed,battle,Union,Confederates,,skirmish in Mississippi,Mississippi,Ponds,civil war,,,3000,0,8,3,4000,0,8,3,Bowman,,
4-Jan-65,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
5-Jan-65,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
5-Jan-65,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
6-Jan-65,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
6-Jan-65,Fri,battle,Union,Confederates,,skirmish in Arkansas,Arkansas,Huntsville,civil war,,,3000,0,8,3,4000,0,8,3,Bowman,,
6-Jan-65,Fri,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
7-Jan-65,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
7-Jan-65,Sat,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
8-Jan-65,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Jan-65,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
9-Jan-65,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
9-Jan-65,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
10-Jan-65,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Jan-65,Tue,battle,Union,Confederates,,skirmish in Missouri,Missouri,Glasgow,civil war,,,3000,0,8,3,4000,0,8,3,Bowman,,
10-Jan-65,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
11-Jan-65,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
11-Jan-65,Wed,raid,Confederates,Union,,rebel cavalry raids Union camp,West Virginia,Beverly,civil war,,,300,0,3,1,4000,583,17,8,Bowman,,
11-Jan-65,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
11-Jan-65,Wed,abolition,Missouri,Confederates,,Missouri abolishes slavery,Missouri,Jefferson City,abolition,,,0,0,0,0,300,0,0,0,Arnold & Wiener,,
12-Jan-65,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
12-Jan-65,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
13-Jan-65,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Jan-65,Fri,battle,Union,Confederates,,Union troops attack Fort Fisher,North Carolina,Wilmington,civil war,,,8000,0,301,101,8000,0,101,31,Faust,,
13-Jan-65,Fri,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
14-Jan-65,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
14-Jan-65,Sat,shelling,Union,Confederates,,Union gunboats shell Fort Fisher,North Carolina,Wilmington,civil war,,,7500,0,3,1,8000,0,0,0,Bowman,,
14-Jan-65,Sat,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
15-Jan-65,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
15-Jan-65,Sun,battle,Union,Confederates,,battle of Fort Fisher,North Carolina,Wilmington,civil war,,8:00-22:00,7500,1900,335,168,8000,0,898,449,Bowman,,
15-Jan-65,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
16-Jan-65,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
16-Jan-65,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
17-Jan-65,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
17-Jan-65,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
18-Jan-65,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Jan-65,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
19-Jan-65,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
19-Jan-65,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
20-Jan-65,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Jan-65,Fri,battle,American Indians,Union,,Union troops battle Kansa Indians,Kansas,Fort Larned,Indian rising,,,3001,0,301,101,3000,0,101,31,Bowman,,
20-Jan-65,Fri,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
21-Jan-65,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
21-Jan-65,Sat,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
22-Jan-65,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
22-Jan-65,Sun,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
23-Jan-65,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Jan-65,Mon,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
23-Jan-65,Mon,raid,Confederates,Union,,"rebel gunboats try to attack, but run aground",Virginia,James River,civil war,,,301,0,8,3,8000,0,0,0,Arnold & Wiener,,
24-Jan-65,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Jan-65,Tue,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
25-Jan-65,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
25-Jan-65,Wed,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
26-Jan-65,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,civil war,,,0,0,0,0,1001,0,0,0,Bowman,,
26-Jan-65,Thu,battle,Union,Confederates,,skirmish in South Carolina,South Carolina,Pocotaligo,civil war,,,18000,0,8,3,12000,0,8,0,Bowman,,
26-Jan-65,Thu,battle,Union,Confederates,,skirmish in Alabama,Alabama,Paint Rock,civil war,,,3000,0,8,3,4000,0,8,3,Bowman,,
26-Jan-65,Thu,siege,Union,Confederates,,siege of Petersburg,Virginia,Petersburg,civil war,,,66745,3,0,0,122000,0,0,0,Bowman,,
